ts,cell_id,throughput,latency,jitter,packet_loss,cell_load,is_anomaly,source,ingested_at
2026-07-29 18:55:33.031036+00:00,cell_003,84.57,15.11,3.82,0.42,59.04,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 18:56:33.031036+00:00,cell_003,78.31,14.51,3.89,0.46,61.99,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 18:57:33.031036+00:00,cell_003,76.95,14.92,3.35,0.74,69.08,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 18:58:33.031036+00:00,cell_003,76.93,14.29,3.84,0.64,60.3,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 18:59:33.031036+00:00,cell_003,79.03,14.58,3.82,0.8,59.58,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:00:33.031036+00:00,cell_003,73.8,13.9,3.1,0.68,69.67,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:01:33.031036+00:00,cell_003,81.38,13.87,3.49,0.88,60.65,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:02:33.031036+00:00,cell_003,82.02,14.6,3.55,0.61,65.31,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:03:33.031036+00:00,cell_003,80.5,15.4,3.39,0.82,70.22,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:04:33.031036+00:00,cell_003,76.54,15.81,3.42,0.83,66.64,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:05:33.031036+00:00,cell_003,80.68,15.39,3.55,0.86,69.44,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:06:33.031036+00:00,cell_003,78.58,14.61,3.71,0.6,63.73,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:07:33.031036+00:00,cell_003,83.16,15.7,3.99,0.67,53.36,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:08:33.031036+00:00,cell_003,76.74,14.97,3.97,0.48,65.99,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:09:33.031036+00:00,cell_003,82.5,11.75,4.15,0.84,66.14,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:10:33.031036+00:00,cell_003,77.78,13.91,3.46,0.7,69.38,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:11:33.031036+00:00,cell_003,76.19,14.8,4.58,0.62,61.08,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:12:33.031036+00:00,cell_003,77.42,13.56,3.98,0.52,62.56,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:13:33.031036+00:00,cell_003,80.14,14.86,3.59,1.08,67.13,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:14:33.031036+00:00,cell_003,78.31,13.77,3.27,0.85,67.59,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:15:33.031036+00:00,cell_003,81.72,14.41,3.79,0.58,62.39,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:16:33.031036+00:00,cell_003,76.96,13.56,3.33,0.88,69.14,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:17:33.031036+00:00,cell_003,76.02,14.17,3.73,0.77,60.24,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:18:33.031036+00:00,cell_003,80.19,13.89,4.13,0.8,55.75,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:19:33.031036+00:00,cell_003,80.84,16.16,3.66,0.55,66.87,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:20:33.031036+00:00,cell_003,76.4,15.32,3.66,0.64,61.65,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:21:33.031036+00:00,cell_003,77.2,14.96,3.62,0.58,64.96,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:22:33.031036+00:00,cell_003,85.04,13.18,3.68,0.16,63.28,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:23:33.031036+00:00,cell_003,80.49,13.84,3.94,0.81,60.58,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:24:33.031036+00:00,cell_003,72.9,14.47,3.46,0.64,64.16,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:25:33.031036+00:00,cell_003,84.27,14.68,3.18,0.73,66.23,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:26:33.031036+00:00,cell_003,84.16,14.28,3.82,0.43,62.93,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:27:33.031036+00:00,cell_003,81.76,15.41,3.18,0.56,63.27,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:28:33.031036+00:00,cell_003,75.21,14.34,3.63,0.26,61.78,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:29:33.031036+00:00,cell_003,82.19,16.29,3.46,0.87,66.54,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:30:33.031036+00:00,cell_003,82.92,14.83,3.1,0.62,61.6,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:31:33.031036+00:00,cell_003,79.35,14.04,3.61,0.46,63.42,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:32:33.031036+00:00,cell_003,81.22,13.81,3.63,0.71,65.24,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:33:33.031036+00:00,cell_003,76.79,13.35,3.67,0.38,60.69,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:34:33.031036+00:00,cell_003,81.68,13.64,3.43,0.93,56.82,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:35:33.031036+00:00,cell_003,79.6,15.22,3.43,0.48,62.62,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:36:33.031036+00:00,cell_003,79.03,13.49,3.86,0.37,61.33,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:37:33.031036+00:00,cell_003,84.18,14.25,3.55,0.67,53.87,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:38:33.031036+00:00,cell_003,78.94,14.67,3.62,0.58,55.58,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:39:33.031036+00:00,cell_003,77.41,13.23,3.11,0.53,59.66,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:40:33.031036+00:00,cell_003,79.45,13.63,3.65,0.52,54.85,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:41:33.031036+00:00,cell_003,79.97,13.89,3.22,0.83,58.53,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:42:33.031036+00:00,cell_003,79.2,12.88,3.36,0.55,57.92,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:43:33.031036+00:00,cell_003,81.18,14.59,3.55,0.65,56.51,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:44:33.031036+00:00,cell_003,80.12,15.13,4.04,0.34,60.54,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:45:33.031036+00:00,cell_003,84.36,15.23,3.32,0.57,54.93,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:46:33.031036+00:00,cell_003,83.38,13.68,3.24,0.76,63.62,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:47:33.031036+00:00,cell_003,78.75,14.54,4.37,0.71,58.83,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:48:33.031036+00:00,cell_003,78.6,15.18,3.65,0.69,50.55,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:49:33.031036+00:00,cell_003,81.51,13.31,3.47,0.59,51.88,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:50:33.031036+00:00,cell_003,82.23,14.76,3.54,0.68,60.97,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:51:33.031036+00:00,cell_003,82.07,15.4,3.47,0.69,60.08,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:52:33.031036+00:00,cell_003,76.76,14.81,3.67,0.9,58.34,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:53:33.031036+00:00,cell_003,82.93,14.32,4.07,0.68,55.7,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:54:33.031036+00:00,cell_003,84.29,14.73,3.43,0.5,57.75,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:55:33.031036+00:00,cell_003,78.51,13.38,3.08,0.84,46.56,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:56:33.031036+00:00,cell_003,87.87,14.91,3.77,0.48,47.24,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:57:33.031036+00:00,cell_003,86.59,13.05,3.41,0.49,48.29,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:58:33.031036+00:00,cell_003,84.61,16.6,3.29,0.55,51.15,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 19:59:33.031036+00:00,cell_003,81.07,11.61,2.31,0.63,48.51,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:00:33.031036+00:00,cell_003,81.09,14.75,3.64,0.69,57.23,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:01:33.031036+00:00,cell_003,81.74,15.19,3.33,0.52,49.16,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:02:33.031036+00:00,cell_003,85.31,11.68,3.48,0.2,50.75,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:03:33.031036+00:00,cell_003,82.23,13.68,3.75,0.61,52.36,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:04:33.031036+00:00,cell_003,81.68,13.78,3.67,0.81,46.81,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:05:33.031036+00:00,cell_003,85.99,14.19,3.42,0.16,58.12,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:06:33.031036+00:00,cell_003,87.87,16.21,3.4,0.31,49.61,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:07:33.031036+00:00,cell_003,77.23,14.8,3.31,0.67,53.94,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:08:33.031036+00:00,cell_003,80.97,15.09,3.83,0.51,51.36,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:09:33.031036+00:00,cell_003,77.43,13.78,3.43,0.55,59.45,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:10:33.031036+00:00,cell_003,81.94,14.36,3.22,0.34,57.17,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:11:33.031036+00:00,cell_003,85.07,16.9,3.62,0.06,49.59,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:12:33.031036+00:00,cell_003,84.34,16.12,3.07,0.38,59.18,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:13:33.031036+00:00,cell_003,86.53,15.45,3.21,0.42,51.94,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:14:33.031036+00:00,cell_003,85.14,13.44,3.54,0.36,57.52,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:15:33.031036+00:00,cell_003,84.25,14.12,3.61,0.93,60.39,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:16:33.031036+00:00,cell_003,82.79,14.19,3.7,0.74,57.87,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:17:33.031036+00:00,cell_003,86.89,15.19,3.35,0.73,48.72,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:18:33.031036+00:00,cell_003,85.51,15.24,3.23,0.37,55.48,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:19:33.031036+00:00,cell_003,86.9,14.68,3.39,0.66,52.42,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:20:33.031036+00:00,cell_003,87.51,14.3,3.8,0.75,52.99,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:21:33.031036+00:00,cell_003,81.66,14.19,3.56,0.45,54.35,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:22:33.031036+00:00,cell_003,85.76,14.4,3.8,0.5,49.84,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:23:33.031036+00:00,cell_003,83.48,13.39,3.2,0.91,51.15,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:24:33.031036+00:00,cell_003,90.25,14.07,3.27,0.45,42.8,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:25:33.031036+00:00,cell_003,86.07,14.16,3.79,0.51,53.17,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:26:33.031036+00:00,cell_003,89.51,12.72,3.16,0.81,51.62,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:27:33.031036+00:00,cell_003,80.52,11.86,3.42,0.52,48.04,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:28:33.031036+00:00,cell_003,85.31,13.71,3.04,0.29,54.41,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:29:33.031036+00:00,cell_003,82.26,13.77,3.22,0.49,54.44,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:30:33.031036+00:00,cell_003,87.06,15.2,3.83,0.61,54.56,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:31:33.031036+00:00,cell_003,84.57,13.09,2.99,0.24,54.81,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:32:33.031036+00:00,cell_003,83.28,14.66,3.45,0.55,48.7,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:33:33.031036+00:00,cell_003,90.66,12.85,3.08,0.32,53.3,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:34:33.031036+00:00,cell_003,81.42,14.71,3.82,0.63,49.41,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:35:33.031036+00:00,cell_003,86.78,12.81,3.7,0.09,48.89,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:36:33.031036+00:00,cell_003,88.5,11.99,3.45,0.47,42.24,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:37:33.031036+00:00,cell_003,82.12,14.31,3.61,0.45,54.76,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:38:33.031036+00:00,cell_003,87.74,13.72,2.66,0.51,53.2,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:39:33.031036+00:00,cell_003,82.59,13.14,3.42,0.57,54.6,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:40:33.031036+00:00,cell_003,86.65,13.43,3.19,0.48,54.03,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:41:33.031036+00:00,cell_003,86.55,13.1,2.97,0.93,59.17,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:42:33.031036+00:00,cell_003,86.38,13.67,2.93,0.55,54.14,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:43:33.031036+00:00,cell_003,84.8,13.34,3.15,0.75,42.38,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:44:33.031036+00:00,cell_003,89.32,12.23,3.74,0.62,54.89,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:45:33.031036+00:00,cell_003,85.07,13.81,2.95,0.74,55.13,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:46:33.031036+00:00,cell_003,86.61,13.05,3.34,0.55,58.96,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:47:33.031036+00:00,cell_003,82.11,12.9,2.74,0.41,52.87,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:48:33.031036+00:00,cell_003,87.01,14.3,3.97,0.02,51.98,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:49:33.031036+00:00,cell_003,89.15,13.33,3.56,0.42,51.44,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:50:33.031036+00:00,cell_003,86.19,13.57,3.01,0.68,44.91,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:51:33.031036+00:00,cell_003,90.24,14.43,3.14,0.47,52.42,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:52:33.031036+00:00,cell_003,81.63,14.23,3.87,0.57,53.45,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:53:33.031036+00:00,cell_003,90.98,12.36,3.74,0.85,43.55,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:54:33.031036+00:00,cell_003,87.2,13.94,2.87,0.4,52.8,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:55:33.031036+00:00,cell_003,82.58,13.57,3.72,0.69,49.0,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:56:33.031036+00:00,cell_003,90.57,11.95,3.31,0.83,53.11,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:57:33.031036+00:00,cell_003,92.24,12.91,3.43,0.65,52.26,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:58:33.031036+00:00,cell_003,87.16,13.04,3.4,0.34,51.75,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 20:59:33.031036+00:00,cell_003,86.6,12.38,2.78,0.69,47.91,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:00:33.031036+00:00,cell_003,81.46,13.02,3.29,0.44,43.44,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:01:33.031036+00:00,cell_003,89.0,12.14,3.2,0.32,56.17,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:02:33.031036+00:00,cell_003,92.98,14.25,3.11,0.0,45.8,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:03:33.031036+00:00,cell_003,85.28,12.43,3.39,0.75,53.06,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:04:33.031036+00:00,cell_003,81.65,13.88,3.48,0.2,48.28,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:05:33.031036+00:00,cell_003,91.25,13.43,3.21,0.54,47.86,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:06:33.031036+00:00,cell_003,86.56,14.06,2.87,0.5,52.72,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:07:33.031036+00:00,cell_003,83.46,13.93,3.22,0.37,45.05,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:08:33.031036+00:00,cell_003,90.32,13.33,3.72,0.65,38.81,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:09:33.031036+00:00,cell_003,89.09,14.76,2.89,0.52,49.94,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:10:33.031036+00:00,cell_003,89.43,13.76,2.61,0.53,44.12,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:11:33.031036+00:00,cell_003,89.13,11.75,3.88,0.53,48.48,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:12:33.031036+00:00,cell_003,85.61,12.15,3.41,0.77,42.58,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:13:33.031036+00:00,cell_003,88.54,10.99,2.95,0.9,41.14,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:14:33.031036+00:00,cell_003,86.16,13.69,3.01,0.76,44.73,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:15:33.031036+00:00,cell_003,88.38,12.66,2.83,0.6,48.79,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:16:33.031036+00:00,cell_003,95.62,13.08,3.84,0.69,43.29,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:17:33.031036+00:00,cell_003,85.76,14.52,3.7,0.86,51.96,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:18:33.031036+00:00,cell_003,85.67,11.4,2.99,0.46,53.82,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:19:33.031036+00:00,cell_003,89.53,12.97,3.04,0.61,49.64,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:20:33.031036+00:00,cell_003,86.44,12.79,3.52,0.76,43.56,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:21:33.031036+00:00,cell_003,88.51,12.98,3.32,0.4,38.43,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:22:33.031036+00:00,cell_003,90.72,11.34,2.95,0.34,38.9,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:23:33.031036+00:00,cell_003,93.29,13.98,3.17,0.53,43.06,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:24:33.031036+00:00,cell_003,87.73,12.66,3.15,0.09,41.02,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:25:33.031036+00:00,cell_003,92.32,13.6,2.57,0.25,50.45,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:26:33.031036+00:00,cell_003,93.75,15.87,2.98,0.18,31.78,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:27:33.031036+00:00,cell_003,89.27,12.09,3.02,0.36,51.44,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:28:33.031036+00:00,cell_003,86.22,11.21,3.09,0.48,46.94,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:29:33.031036+00:00,cell_003,87.53,12.82,2.81,0.73,50.87,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:30:33.031036+00:00,cell_003,89.16,14.95,3.52,0.39,35.51,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:31:33.031036+00:00,cell_003,92.64,13.41,3.41,0.8,51.75,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:32:33.031036+00:00,cell_003,90.44,13.07,2.96,0.27,44.59,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:33:33.031036+00:00,cell_003,85.11,13.86,3.59,0.6,48.75,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:34:33.031036+00:00,cell_003,95.43,12.97,3.19,0.59,39.05,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:35:33.031036+00:00,cell_003,88.58,12.86,3.29,0.33,38.89,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:36:33.031036+00:00,cell_003,89.77,12.39,3.36,0.65,46.63,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:37:33.031036+00:00,cell_003,91.04,13.7,3.28,1.13,50.31,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:38:33.031036+00:00,cell_003,89.47,12.41,3.28,0.43,37.53,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:39:33.031036+00:00,cell_003,90.27,13.65,3.18,0.62,45.46,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:40:33.031036+00:00,cell_003,90.36,11.42,3.0,0.53,34.3,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:41:33.031036+00:00,cell_003,91.86,14.09,2.89,0.9,43.85,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:42:33.031036+00:00,cell_003,89.67,13.82,2.81,0.44,38.03,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:43:33.031036+00:00,cell_003,89.79,13.52,2.63,0.6,38.08,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:44:33.031036+00:00,cell_003,89.04,12.45,3.5,0.32,37.46,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:45:33.031036+00:00,cell_003,91.72,12.24,3.27,0.36,44.93,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:46:33.031036+00:00,cell_003,92.98,13.81,3.41,0.57,33.21,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:47:33.031036+00:00,cell_003,91.17,11.63,3.48,0.44,28.39,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:48:33.031036+00:00,cell_003,92.51,12.8,3.35,0.34,39.04,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:49:33.031036+00:00,cell_003,88.62,12.6,2.67,0.35,38.5,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:50:33.031036+00:00,cell_003,93.9,12.48,2.74,0.62,42.28,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:51:33.031036+00:00,cell_003,86.51,13.41,3.21,0.6,33.61,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:52:33.031036+00:00,cell_003,91.15,13.24,3.23,0.42,50.95,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:53:33.031036+00:00,cell_003,90.66,12.0,3.05,0.64,44.45,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:54:33.031036+00:00,cell_003,94.02,11.66,2.96,0.46,41.74,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:55:33.031036+00:00,cell_003,91.25,13.17,3.31,0.78,41.15,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:56:33.031036+00:00,cell_003,90.7,13.34,3.47,0.48,36.2,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:57:33.031036+00:00,cell_003,91.12,12.72,2.79,0.55,39.02,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:58:33.031036+00:00,cell_003,92.36,13.68,3.05,0.0,42.62,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 21:59:33.031036+00:00,cell_003,91.51,12.41,3.11,0.33,43.05,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 22:00:33.031036+00:00,cell_003,87.19,14.04,3.01,0.52,51.45,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 22:01:33.031036+00:00,cell_003,89.39,15.0,3.05,0.49,39.67,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 22:02:33.031036+00:00,cell_003,94.08,13.03,3.38,0.41,37.52,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 22:03:33.031036+00:00,cell_003,92.89,14.31,3.15,0.6,41.69,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 22:04:33.031036+00:00,cell_003,90.84,12.37,2.93,0.46,35.92,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 22:05:33.031036+00:00,cell_003,91.88,13.35,3.27,0.41,34.78,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 22:06:33.031036+00:00,cell_003,85.15,12.05,3.03,0.63,44.61,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 22:07:33.031036+00:00,cell_003,93.11,13.22,3.21,0.5,34.98,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 22:08:33.031036+00:00,cell_003,94.12,12.18,3.01,0.41,42.1,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 22:09:33.031036+00:00,cell_003,94.19,12.36,2.68,0.73,38.07,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 22:10:33.031036+00:00,cell_003,96.04,12.79,2.95,0.62,36.83,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 22:11:33.031036+00:00,cell_003,97.35,11.49,2.89,0.76,36.5,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 22:12:33.031036+00:00,cell_003,88.95,10.43,3.14,0.05,49.61,False,batch,2026-08-11 23:58:34.403230+00:00
2026-07-29 22:13:33.031036+00:00,cell_003,97.15,13.02,2.98,0.82,43.69,False,batch,2026-08-11 23:58:34.403230+00:00
